system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,valid,.geo
00000000000000000077,0.150712964659832,Montgomery,"Montgomery, AL",120,A,A3,AL_Montgomery_A3_A_120,0.6740999817848206,0.6474010659889741,AL,0.01091173228314988,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,0.083226033724699,Montgomery,"Montgomery, AL",121,A,A3,AL_Montgomery_A3_A_121,0.6641564965248108,0.6498505750193667,AL,0.009255411590255848,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,0.192405296748623,Montgomery,"Montgomery, AL",122,B,B1,AL_Montgomery_B1_B_122,0.6154347658157349,0.5574950243699998,AL,0.06373777625517323,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,0.359084071808588,Montgomery,"Montgomery, AL",123,B,B2,AL_Montgomery_B2_B_123,0.6631739139556885,0.5747295488701061,AL,0.04727225667597737,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,1.410963694043979,Montgomery,"Montgomery, AL",124,B,B3,AL_Montgomery_B3_B_124,0.6718347668647766,0.5909553345990615,AL,0.0660598375018761,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,1.237614767658509,Montgomery,"Montgomery, AL",125,B,B3,AL_Montgomery_B3_B_125,0.6590695381164551,0.5884764922748359,AL,0.06354328787090027,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,6.039694808383993,Montgomery,"Montgomery, AL",126,C,C1,AL_Montgomery_C1_C_126,0.6627478003501892,0.5342435500939922,AL,0.08149639964679939,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,0.61930785860309,Montgomery,"Montgomery, AL",127,C,C2,AL_Montgomery_C2_C_127,0.60589998960495,0.5055771028190811,AL,0.07875439879143527,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,2.622115246986453,Montgomery,"Montgomery, AL",128,C,C3,AL_Montgomery_C3_C_128,0.640500009059906,0.5107799383176522,AL,0.08016938530323313,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,0.078563777998734,Montgomery,"Montgomery, AL",129,C,C4,AL_Montgomery_C4_C_129,0.4693913161754608,0.43905415171283785,AL,0.019007448287613034,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,0.551300378608815,Montgomery,"Montgomery, AL",130,C,C4,AL_Montgomery_C4_C_130,0.60589998960495,0.5451323587447406,AL,0.03661811536411293,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,0.841748129938554,Montgomery,"Montgomery, AL",131,C,C5,AL_Montgomery_C5_C_131,0.6252912878990173,0.5567799845758623,AL,0.06536409898246799,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,0.720552768856749,Montgomery,"Montgomery, AL",132,C,C6,AL_Montgomery_C6_C_132,0.6608478426933289,0.6139913034317377,AL,0.033231303642388646,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,1.439850526076239,Montgomery,"Montgomery, AL",133,D,D1,AL_Montgomery_D1_D_133,0.566982626914978,0.39645214979676785,AL,0.10176647220771229,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,0.627192702303473,Montgomery,"Montgomery, AL",134,D,D2,AL_Montgomery_D2_D_134,0.42703044414520264,0.30925200960390287,AL,0.0627863675284913,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,3.912666675347403,Montgomery,"Montgomery, AL",135,D,D3,AL_Montgomery_D3_D_135,0.7735739350318909,0.6150187149762617,AL,0.07766978035270952,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,1.173468296362854,Montgomery,"Montgomery, AL",136,D,D4,AL_Montgomery_D4_D_136,0.7103347778320312,0.5155834518656081,AL,0.07901537861577262,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,1.566004908557231,Montgomery,"Montgomery, AL",137,D,D5,AL_Montgomery_D5_D_137,0.5252521634101868,0.4209582505324201,AL,0.04935495511508552,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,5.084892959523841,Montgomery,"Montgomery, AL",138,D,D6,AL_Montgomery_D6_D_138,0.6566652059555054,0.532204057581895,AL,0.0678839627887543,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,0.04985857725051,Montgomery,"Montgomery, AL",139,D,D6,AL_Montgomery_D6_D_139,0.6176347732543945,0.46263853730881116,AL,0.08538912984323807,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,6.354219738844618,Montgomery,"Montgomery, AL",140,D,D7,AL_Montgomery_D7_D_140,0.8034347891807556,0.5278316925684682,AL,0.1621379839915742,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,1.471392457114982,Little Rock,"Little Rock, AR",141,A,A1,AR_Little Rock_A1_A_141,0.7041304111480713,0.5455943182766096,AR,0.07235956019580456,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,2.973967974793993,Little Rock,"Little Rock, AR",142,A,A2,AR_Little Rock_A2_A_142,0.7069521546363831,0.5550466295175248,AR,0.06795033619182725,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,0.465391959533795,Little Rock,"Little Rock, AR",143,A,A3,AR_Little Rock_A3_A_143,0.5146130323410034,0.4819520080768122,AR,0.021657040748319367,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,0.653783160709866,Little Rock,"Little Rock, AR",144,A,A4,AR_Little Rock_A4_A_144,0.5299869775772095,0.46186753280346216,AR,0.02868192774725667,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,1.312772110954584,Little Rock,"Little Rock, AR",145,A,A5,AR_Little Rock_A5_A_145,0.6092348098754883,0.5379181058848738,AR,0.04372544102103194,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,0.159098307508215,Little Rock,"Little Rock, AR",146,B,B1,AR_Little Rock_B1_B_146,0.5986912846565247,0.5612858043843939,AR,0.021624557811596033,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,0.332944924419921,Little Rock,"Little Rock, AR",147,B,B10,AR_Little Rock_B10_B_147,0.5326173901557922,0.4348299637999517,AR,0.06993036862876352,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,0.080736211374467,Little Rock,"Little Rock, AR",148,B,B11,AR_Little Rock_B11_B_148,0.2908695638179779,0.28046550538072634,AR,0.009669688741367656,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,0.134776675189359,Little Rock,"Little Rock, AR",149,B,B12,AR_Little Rock_B12_B_149,0.5118739008903503,0.37261249677825525,AR,0.06769521934515707,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,0.242052235935185,Little Rock,"Little Rock, AR",150,B,B2,AR_Little Rock_B2_B_150,0.6432521939277649,0.493651715646449,AR,0.09923465242666778,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,1.310948954323621,Little Rock,"Little Rock, AR",151,B,B3,AR_Little Rock_B3_B_151,0.564956545829773,0.4976894412728421,AR,0.06463851600226506,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,0.647271106625117,Little Rock,"Little Rock, AR",152,B,B4,AR_Little Rock_B4_B_152,0.6059826016426086,0.5514306681141418,AR,0.06055411995179201,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,0.224896224122991,Little Rock,"Little Rock, AR",153,B,B5,AR_Little Rock_B5_B_153,0.5325434803962708,0.4975367491841853,AR,0.022072054579208165,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,0.636559438096542,Little Rock,"Little Rock, AR",154,B,B6,AR_Little Rock_B6_B_154,0.5031173825263977,0.434337508418064,AR,0.07535864428361787,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,0.747127543788404,Little Rock,"Little Rock, AR",155,B,B7,AR_Little Rock_B7_B_155,0.5038434863090515,0.4418154130628314,AR,0.03518345734808924,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,0.49692734193122,Little Rock,"Little Rock, AR",156,B,B8,AR_Little Rock_B8_B_156,0.4625869691371918,0.4047468395600831,AR,0.038446333840573096,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,1.174413910822015,Little Rock,"Little Rock, AR",157,B,B9,AR_Little Rock_B9_B_157,0.5545304417610168,0.4649995094118331,AR,0.04760956340402631,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,5.545704011818856,Little Rock,"Little Rock, AR",158,C,C1,AR_Little Rock_C1_C_158,0.6118869781494141,0.5051138944243608,AR,0.07145567605561395,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,0.14700362098082,Little Rock,"Little Rock, AR",159,C,C10,AR_Little Rock_C10_C_159,0.39730870723724365,0.31996404966958664,AR,0.061751683030347594,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,0.190666590346932,Little Rock,"Little Rock, AR",160,C,C2,AR_Little Rock_C2_C_160,0.3494565188884735,0.1886951539366808,AR,0.08140553433468145,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,0.707781876102667,Little Rock,"Little Rock, AR",161,C,C3,AR_Little Rock_C3_C_161,0.4604043662548065,0.24073499779983532,AR,0.08559537479226277,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,1.288754198953243,Little Rock,"Little Rock, AR",162,C,C4,AR_Little Rock_C4_C_162,0.5205695629119873,0.41052025182637447,AR,0.08382616461613486,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,0.429681023412731,Little Rock,"Little Rock, AR",163,C,C5,AR_Little Rock_C5_C_163,0.49842607975006104,0.4484726749872811,AR,0.03703522783831567,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,0.549481405461575,Little Rock,"Little Rock, AR",164,C,C6,AR_Little Rock_C6_C_164,0.3887217342853546,0.2839266612566938,AR,0.06676375700812602,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,0.125856158538745,Little Rock,"Little Rock, AR",165,C,C7,AR_Little Rock_C7_C_165,0.48946085572242737,0.4100463716372563,AR,0.04756618584427925,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,0.288230557185236,Little Rock,"Little Rock, AR",166,C,C8,AR_Little Rock_C8_C_166,0.4764913022518158,0.34666902167367236,AR,0.08755446255787457,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,0.099213997514584,Little Rock,"Little Rock, AR",167,C,C9,AR_Little Rock_C9_C_167,0.31378260254859924,0.30482452280983,AR,0.01199999451637268,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,0.166788530449091,Little Rock,"Little Rock, AR",168,D,D1,AR_Little Rock_D1_D_168,0.5858173966407776,0.4015893120456625,AR,0.08528033027731748,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,1.583377703187129,Little Rock,"Little Rock, AR",169,D,D2,AR_Little Rock_D2_D_169,0.5205695629119873,0.36846808981160384,AR,0.08963339620692139,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,5.484355843770652,Little Rock,"Little Rock, AR",170,D,D3,AR_Little Rock_D3_D_170,0.6802347898483276,0.48169749216091773,AR,0.07708671506436797,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,0.517753048923187,Little Rock,"Little Rock, AR",171,D,D4,AR_Little Rock_D4_D_171,0.5101304650306702,0.4328616212332721,AR,0.10900635540316682,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,3.50444356E-7,Little Rock,"Little Rock, AR",172,D,D4,AR_Little Rock_D4_D_172,,,AR,,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,0.817791511608047,Little Rock,"Little Rock, AR",173,D,D5,AR_Little Rock_D5_D_173,0.5486173629760742,0.4341683142741931,AR,0.07943806153014484,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,0.910525436660766,Little Rock,"Little Rock, AR",174,D,D6,AR_Little Rock_D6_D_174,0.5351086854934692,0.4026072126799737,AR,0.08193199869569352,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,1.389549348735601,Little Rock,"Little Rock, AR",175,D,D7,AR_Little Rock_D7_D_175,0.49834781885147095,0.3564210038470186,AR,0.0724251090533302,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,1.078802226589056,Little Rock,"Little Rock, AR",176,D,D8,AR_Little Rock_D8_D_176,0.5118739008903503,0.3319821135856707,AR,0.08088969027406166,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,0.498362385878853,Phoenix,"Phoenix, AZ",178,A,A2,AZ_Phoenix_A2_A_178,0.3724130392074585,0.26060547740792567,AZ,0.061162676769779406,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,0.632422344385511,Phoenix,"Phoenix, AZ",179,A,A3,AZ_Phoenix_A3_A_179,0.32294782996177673,0.25485230488483274,AZ,0.04209412051898963,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,0.15917439653129,Phoenix,"Phoenix, AZ",181,A,A5,AZ_Phoenix_A5_A_181,0.23748260736465454,0.19630266959318007,AZ,0.038972972886370166,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,0.420869765082093,Phoenix,"Phoenix, AZ",183,B,B2,AZ_Phoenix_B2_B_183,0.3227173984050751,0.245536314509067,AZ,0.060546808652761276,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,1.212610352438483,Phoenix,"Phoenix, AZ",184,B,B3,AZ_Phoenix_B3_B_184,0.32294782996177673,0.17310779959668776,AZ,0.05327719938630082,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,0.867640609120994,Phoenix,"Phoenix, AZ",185,B,B4,AZ_Phoenix_B4_B_185,0.28396522998809814,0.2180963752088401,AZ,0.0398674239512125,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,1.77441536223318,Phoenix,"Phoenix, AZ",186,B,B5,AZ_Phoenix_B5_B_186,0.22571739554405212,0.16078833683820512,AZ,0.02424281198566934,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,3.843616016330455,Phoenix,"Phoenix, AZ",187,B,B6,AZ_Phoenix_B6_B_187,0.2794434726238251,0.18885292266638062,AZ,0.03446073659714441,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,1.785289687581373,Phoenix,"Phoenix, AZ",188,B,B7,AZ_Phoenix_B7_B_188,0.32778695225715637,0.2250139988381774,AZ,0.0366864028583671,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,1.649474840144939,Phoenix,"Phoenix, AZ",189,B,B8,AZ_Phoenix_B8_B_189,0.452643483877182,0.229165459966858,AZ,0.05540352180164596,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,3.631175974669548,Phoenix,"Phoenix, AZ",190,C,C1,AZ_Phoenix_C1_C_190,0.30695652961730957,0.18857672522131488,AZ,0.042300258723263165,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,1.122226292427855,Phoenix,"Phoenix, AZ",191,C,C2,AZ_Phoenix_C2_C_191,0.3037956655025482,0.195972728706003,AZ,0.04435317679770453,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,1.616051861877516,Phoenix,"Phoenix, AZ",192,C,C3,AZ_Phoenix_C3_C_192,0.19599565863609314,0.15865361295657876,AZ,0.0215061608649406,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,1.692924428153031,Phoenix,"Phoenix, AZ",193,C,C4,AZ_Phoenix_C4_C_193,0.3413652181625366,0.1425528804332185,AZ,0.06344967809528455,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,0.515574377761169,Phoenix,"Phoenix, AZ",194,D,D1,AZ_Phoenix_D1_D_194,0.12596522271633148,0.07376685205980647,AZ,0.01958043974956145,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,0.706832206421828,Phoenix,"Phoenix, AZ",195,D,D2,AZ_Phoenix_D2_D_195,0.20043912529945374,0.15675168269074197,AZ,0.02914112519145907,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,0.690851241681557,Phoenix,"Phoenix, AZ",196,D,D3,AZ_Phoenix_D3_D_196,0.24289999902248383,0.14853209202841508,AZ,0.04664572695756301,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,2.810644552835745,Phoenix,"Phoenix, AZ",197,D,D4,AZ_Phoenix_D4_D_197,0.24289999902248383,0.12590641316161127,AZ,0.04086717111825764,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,5.1985841870853,Phoenix,"Phoenix, AZ",198,D,D5,AZ_Phoenix_D5_D_198,0.22763478755950928,0.1084150408101741,AZ,0.02998203738580955,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,1.9322461819937,Phoenix,"Phoenix, AZ",199,D,D6,AZ_Phoenix_D6_D_199,0.17143912613391876,0.11181364002209705,AZ,0.023755846696992218,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,1.088775623545762,Phoenix,"Phoenix, AZ",200,D,D7,AZ_Phoenix_D7_D_200,0.20386086404323578,0.1622691772236915,AZ,0.023396319945915536,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,0.291950173240429,Phoenix,"Phoenix, AZ",201,D,D8,AZ_Phoenix_D8_D_201,0.15354782342910767,0.102278109350489,AZ,0.02267243908876399,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,0.386360881741609,Fresno,"Fresno, CA",202,A,A1,CA_Fresno_A1_A_202,0.4480086863040924,0.39398701035780603,CA,0.042424088783436585,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,0.101544468375826,Fresno,"Fresno, CA",203,A,A2,CA_Fresno_A2_A_203,0.4081478416919708,0.33321001569120806,CA,0.03580103412895372,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,0.331008186420306,Fresno,"Fresno, CA",204,B,B1,CA_Fresno_B1_B_204,0.4509260952472687,0.40615881855955566,CA,0.04508524927603385,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,1.793294410376084,Fresno,"Fresno, CA",205,B,B2,CA_Fresno_B2_B_205,0.424139142036438,0.3357652637264772,CA,0.042639980212824745,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,0.557814698678662,Fresno,"Fresno, CA",206,B,B3,CA_Fresno_B3_B_206,0.35730868577957153,0.3246285486027978,CA,0.02809823886273093,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,0.216324303833353,Fresno,"Fresno, CA",207,B,B3,CA_Fresno_B3_B_207,0.34609565138816833,0.29248828234145563,CA,0.03157515403262672,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,0.230135112935499,Fresno,"Fresno, CA",208,B,B3,CA_Fresno_B3_B_208,0.35730868577957153,0.30377104045788306,CA,0.03324467549629164,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,0.061901235328209,Fresno,"Fresno, CA",209,B,B3,CA_Fresno_B3_B_209,0.29118260741233826,0.2857842454571783,CA,0.006158694624900818,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,0.652519017542196,Fresno,"Fresno, CA",210,B,B4,CA_Fresno_B4_B_210,0.39532607793807983,0.3571721843788724,CA,0.03566977533950306,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,0.15845672079978,Fresno,"Fresno, CA",211,B,B5,CA_Fresno_B5_B_211,0.30417826771736145,0.29503641766843514,CA,0.010285975843953866,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,0.227637244613412,Fresno,"Fresno, CA",212,C,C1,CA_Fresno_C1_C_212,0.32288262248039246,0.2930079522684142,CA,0.016725174741280775,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,2.209253470883842,Fresno,"Fresno, CA",213,C,C2,CA_Fresno_C2_C_213,0.3984912931919098,0.30530664621408204,CA,0.03823725057395255,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,1.684996933650526,Fresno,"Fresno, CA",214,C,C3,CA_Fresno_C3_C_214,0.4322608709335327,0.29341755652161133,CA,0.0627300940120367,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,0.271534835530901,Fresno,"Fresno, CA",215,C,C4,CA_Fresno_C4_C_215,0.3794478178024292,0.28605340428841425,CA,0.05502142311049496,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,6.808194573611155,Fresno,"Fresno, CA",216,C,C4,CA_Fresno_C4_C_216,0.336356520652771,0.24133969750346673,CA,0.042886874703834475,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,0.619654235094588,Fresno,"Fresno, CA",217,C,C5,CA_Fresno_C5_C_217,0.3043347895145416,0.24796150681740814,CA,0.03955719696819853,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
